,gallery,title,content,date,keyword,searchMode,disaster
1085,블레이드&소울 네오,근데 쟤 염룡파 세다는 소리도 그냥 틀린거 같은데?,"영웅 열화장 나도 쓰니까 아는데, 한 0.7 염포쯤 나오거든? 근데 여기에 거의 빵딜에 가까운 염룡파 끼여봤자 0.7염포를 못넘어 근데 이걸 굳이 써서 쌍룡파 쿨을 줄여 이득을 보려해도 한평폭 칠때마다 격차는...",2024-12-09 11:32:00,근데,accuracy,
1086,버츄얼 스나,근데 리코는 뭔가 목소리 좋은,히나같음 히나도 피드백 받기전에 남스랑 자주 놀고 코렛트랑 엮었잖아 근데 지금 리코도 지금 실프랑 엮이고 남스랑 자주놀잖어,2024-12-08 18:28:00,근데,accuracy,
1087,중도정치,난 근데 코로나 백신 당연히 안맞았는데,근데 걸리긴 했는듯 내가 감기 진짜 안걸리는데 코로나 유행할때 서울 갔다오고 하루동안 진짜 몸살이 심했음 좀 특이한 몸살이라 코로나가 맞았을 거임 코로나는 확실히 있긴 했음,2024-12-08 23:40:00,근데,accuracy,
1088,걸스플래닛999,아니 근데 뉴진스 뭐 때문에 기자회견 하는거임?,계악해지 소송 걸고 나간다하지 않았어?근데 기자회견을 왜 하는거임? 기자회견이랑 계약해지랑 관련이 있어? 대중 여론 반응은 뉴트남 탈하이브 응원한다는 반응뿐인데 왜 기자회견 하는거임?,2024-11-28 19:56:00,근데,accuracy,
1089,미국 주식,근데 솔까 한국 미래 없잖아?,​근데 왜 한국 자산에 투자해야하는 거지? 미국주식 하면 되잖아? S&P500 하면 되잖아? - dc official App,2024-12-01 12:31:00,근데,accuracy,
1090,상하이앨리스환악단,않이 근데 왜 아미아미카페 로워 후모만 파는거임,아니 뭐 있을 수는 있어 근데 원작겜에 나온 애들 후모보다 2차창작겜에 나온 애들 후모가 더 많은거 도대체 뭐임 - dc official App,2024-11-27 23:03:00,근데,accuracy,
1091,역학,근데 아무리봐도 선관위 이상하지 않음?,대선결과에 따라 윤석열 정권이 선관위원장을 사실상 당연히 임명해야할만한 권한이 주어지는거임. 근데 그냥 5월 17일에 선관위원장 임명을 강행해버림. 정권이 교체되었다고 한들 애초에 그 때 당시에도 180석...,2024-12-07 01:20:00,근데,accuracy,
1092,코스프레 만담,근데 난 명조 얘네 이름부터 눈치챘는데,호요랜드 띵조월드 이름부터 봐도 명조 얘네 호요버스 의식하는거 딱 티나긴 했음 근데 쩔수없음 명조 회사가 퍼니싱부터 걍 호요바라기라서 얘네가 걍 호요 찐팬임 ㅋㅋ,2024-11-28 21:30:00,근데,accuracy,
1093,치지직,근데 진지하게 다들 롤 카메라 어떻게 해?,카메라를 어떻게 했는지 모르겠네 카메라 고정도 어렵고 움직이면서 한타하기도 복잡하고 내가 스타를 안해봐서 카메라 조종이 너무 빡센거같아 근데 카메라에 대해서 얘기는 별로 없네 다들 어케 하고 다니는거지,2024-12-08 21:39:00,근데,accuracy,
1094,메이플스토리,아 근데 그 변xx 그 간호사도 동생이 카톡으로 연락한다는데 아직까지 결,아 근데 그 변xx 그 간호사도 동생이 카톡으로 연락한다는데 아직까지 결혼안한것같다고한거보니까 88년생인데 그럼 그여자도 배설용? 근데 나한테 가끔 보이는 그여자가 그 간호사 아닌가?? 거짓말아님?,2024-12-08 14:37:00,근데,accuracy,
1096,판타지,근데 리얼돌에 박는 거 기분나빠함<<이해는 됨,실제로 나도 기분이 나쁨 근데 왜 이 나라는 여자가 기분이 나쁘면 그게 규제로 이어지냐 이 말이지...,2024-12-09 12:31:00,근데,accuracy,
1097,미국 주식,근데 무주택 → 이거 DNA임?,본인 사촌들 중에 돈 벌어도 집 안산다는 애들 보면 그 부모 (나한테는 큰아빠)가 다 무주택임 근데 또 반대로 돈 벌면 집 산다는 애들 보면 그 부모들은 다 유주택임 머냐 이거? ​ - dc official App,2024-11-29 13:42:00,근데,accuracy,
1098,로스트아크,근데 하빈인데 쌀먹인데 자짤 쟤 되게 인기있는 캐릭터였더라고요,일본에서 애니 캐릭터 인기투표 했는데 1위 포켓몬 3위 포켓몬 캐릭터거든요 근데 하빈이 쌀먹이가 좋아하는 저 캐릭이 2위나 먹음 ㄷㄷ,2024-12-07 21:17:00,근데,accuracy,
1099,YOASOBI,근데 원래 콘서트 보고오면 이럼?,어제 보고왔는데 분명 콘서트 볼 땐 개쩔었고 너무 너무 재밌었는데 지금은 그냥 머릿속에 남은게 없음 근데 뭔가 개쩔었던거 같기는 함 뭐지 왜 남은게없지 머릿속에,2024-12-08 21:58:00,근데,accuracy,
1100,국제결혼,근데 진짜 베트남 난이도가 일본급임?,내가 도쿄에 있다가 지금은 방콕이거든 근데 도쿄에선 틴더는 인증안되서 미프만 돌리긴했는데 연결이 하나도 안되던데 지금 방콕에서는 미프 틴더 돌리니깐 계속 연결되서 매일 만나는중임 근데 베트남이 사실...,2024-11-27 12:38:00,근데,accuracy,
1101,코마,코마 근데 왜 요즘,코마 근데 왜 요즘 우융 파이브 패러 애들이랑 왜 같이 영상 안찍음? 물론 코마만 보는것도 훨씬 재밌고 내가 코마 보는 이유기도 하지만 셋이 찍었던 케미도 좋았는데 왜 요즘 같이 안하는거 같지,2024-11-24 22:13:00,근데,accuracy,
1102,하츠 오브 아이언,근데 덴마크는 WW1 이후 독일 땅 어떻게받았음?,러시아랑 오스트리아/독일 양쪽에서 싸움. 독일이 독립시켜준다해서 독립후 땅 받은걸로 아는데 덴마크는 예전에 덴마크랑 프러시아랑 싸울때 뜯긴땅 얻은거임? 근데 덴마크는 참전도 안했잖아? 근데 왜받은거임?,2024-11-09 01:10:00,근데,accuracy,
1103,윤시원(유튜버),근데 확실히 칭호가,소속감 있어보여서 좋긴 한 것 같음 금액대별로 칭호가 다르긴 하지만 내가 고를 수도 있고~ (근데 사람 심리라는게 높은 칭호 달고 싶어 할듯!!) 근데 높은 칭호는 확실히 부담되긴 하겠다ㅋㅋㅋㅋㅋㅋ,2024-11-15 16:49:00,근데,accuracy,
1104,바람의나라 클래식,근데 진짜 유독 바람이 격수가 하는 일이 없긴해,다른 게임 격수는 말할 것도 없고 다른 게임 서폿들 보다 바람 격수가 비교도 안되게 딸깍임 근데 이렇게 하는 것도 없으면서 저렇게 당당한 것도 신기함 - dc official App,2024-11-24 09:01:00,근데,accuracy,
1105,버스커 버스커,근데 갤주 유튜브에 곡 올릴 때마다 너무 멜로디가 작다고 해야되나,느낌? 콘서트영상은 그나마 악기가 다양해서 기타커버 영상들에 비하면 덜하긴함 목소리는 당연좋음 근데 페북라이브같은거만 봐도 음원추출이 아니라 영상그자체다 보니까 기타+목소리 조화가 되게 좋음 릴스...,2024-12-01 13:42:00,근데,accuracy,
1106,메이플랜드(메이플스토리),냉정하게 근데 메랜은 쌀먹충 or 앰생이 잘하는듯?,보통 사람이라면 견디기가 힘듬 ㄹㅇ 너무 괴로워서 그리고 시간 갈리는게 너무 심함 근데 쌀먹충은 쌀먹하려고 견디고 시간 빌게이츠 앰생은 그냥 견딤,2024-12-08 23:41:00,근데,accuracy,
1107,동덕여대,게이들아 근데 진지하게 동덕 왜 까는 거노?,게이들아 근데 진지하게 동덕 왜 까는 거노? 민주당도 고작 찢 하나 살리겠다고 천억단위 예산잡고 염병 떨어도 아무도 터치 안했는디 그냥 남여공학 반대 50억 따리 학꾸가 왜 까이는 거노...?? 만진당 보다는...,2024-12-06 12:10:00,근데,accuracy,
1108,전설의 타이거즈,좀 속상하다 근데ㅠ,짭새끼가 뭐라고 붕개한테 서운한 마음을 가지는게 짜증나 근데 계속 서운한 마음이 드는게 붕개한테 미안해 근데 계속 좀 서운해 그래서 미안해 붕개야 근데 진짜로 념 보고 나니까 서운해 고영표는 그렇게 생각...,2024-11-24 09:36:00,근데,accuracy,
1109,비트코인,근데 상장해서 보따리 다 넘어오는데,왜 사는거임? 원래 보따리 다 넘어오면서 업비트로 상장전에 입금된 보따리% 잠깐 나타났다가 보따리 쏟으면서 떨어지기만 하는 거 아니야? 근데 왜 타는거임?,2024-11-20 16:30:00,근데,accuracy,
1110,건담 ,근데 그래도 도파민은 이때가 최고였음ㅋㅋㅋㅋ,뭐 시장판에 즈고크가 나왔다고? 근데 그걸 아스란이 탔다고????? 근데 그게 터지고 인저가 나왔다고?????,2024-12-04 18:43:00,근데,accuracy,
1111,메이플스토리,근데 이게 나워 쿨뚝 오멘< 이게 하이퍼 리듀스가 50%라는 말이죠,근데 이게 하이퍼 선적용 후 쿨뚝 5초 적용이면 소환수 지속까지 더 해서 쿨뚝이 정배가 될 수도 있고요 만약에 60초에서 5초빠지고 하이퍼 50%적용이면 여전히 스탯뚝 쓸듯요....,2024-12-07 21:51:00,근데,accuracy,
1112,하야시 후코,"(감동실화,근데 진짜 감동임) 도레미 후코","탈진해도 책임 안 짐) 프리티 후코 · (감동실화, 진짜 역대급 눈물 폭팔 보장) 아기 후코 · (감동실화,근데 가능성 있음) 기타에 입문한 후코 · (감동실화, 눈물로 우동 끓임) 후코데뷔칸다드라 · (감동실화...",2024-11-22 17:20:00,근데,accuracy,
1113,로드싸이클,근데 솔직히 먹튀여도 상관없음,업적작이 하고싶었을뿐이고 하는김에 1등하고싶었던것도 있었긴 한데 따잇당해서 어쩌피 무의미함 근데 3등 이하는 남은게 없음 ㅅㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 근데 애초에 먹튀가 아니잖아 뿌린거만해도얼만...,2024-11-22 15:41:00,근데,accuracy,
1114,버츄얼 스나,근데 똥타쿠들 진짜 뷰봇 아니라고 생각했음? 그게 더 놀라운데?,코로나때보다 더 많이 나오고 유블럭 10만 펌핑이 진짜 말이 된다고 생각했음? 그게 더 신기하노 근데 사실 느그들이 뷰봇인건 별 상관없음 근데 매맞는 아내는 진짜 개웃기더라ㅋㅋ,2024-11-05 23:09:00,근데,accuracy,
1115,여자배구,"도니, 루미, 꾸기 있잖아. 근데 비니도 있냐?",도니는 정형돈 닮은 이다현 루미는 골룸닮은 김다인 꾸기는 김종국 닮은 문지윤이잖아 근데 곽빈 닮은 정지윤을 비니라고는 잘 안 하는 이유 뭐야?,2024-11-09 11:12:00,근데,accuracy,
1116,리그 오브 레전드,근데 다른 스포츠에 비해서 E스포츠가 엄청 기이하긴 했었음,테니스를 예로 들어줄게 처음에 페더러가 메시처럼 테니스판 접수 중이었음 근데 나달이 나타나서 페더러를 상대전적 압살하기 시작함 그리고 그 후에 나이는 또래지만 전성기가 늦게온 조코비치가 합류 이미...,2024-11-01 12:35:00,근데,accuracy,
1117,이세계아이돌,아 근데 달력 4개는 있어야 할듯,"사무실에 날짜 보는 용도로 하나, 일러 보이게 놔둘거 하나, 집에 놔둘거 하나, 소장용 하나 근데 돈보다 먹는게 더 문제다ㅋㅋㅋㅋ 지금도 하나 시킨거 1/3 먹고 쥰내 배부름 ㅋㅋㅋ",2024-12-02 13:00:00,근데,accuracy,
1118,아이돌마스터,근데 세부설정말고 큰 줄기만 보면 패치내역 별거없잔슴,스나-제로 이어지게하려고햇음 근데 안되겟다 모든 페이트 시리즈의 세계는 평행세계야 근데 어짜피 그오에 다 모여서 히오스해서 그오만 살아서 전개중이라 그오만 보고 이게 정사구나~ 하면 됨ㅋㅋㅋㅋㅋㅋ,2024-12-08 02:06:00,근데,accuracy,
1119,유튜브,"페루로 이사 성공, 근데 패밀리멤버 바꿔도 되냐?","기존에 터키서 쓰던 프로필, 패밀리멤버 그대로 페루로 이사는 했어 근데 패밀리멤버 변경을 하고싶은데 새로 추가할 사람도 vpn으로 조작 해서 초대해야하나? 터키때는 걍 됐는데",2024-12-01 02:19:00,근데,accuracy,
1120,버츄얼 스나,근데 칸나노래 다른이유가 걍 삑을 안무서워해서그런거임,다른사람이들으면 어? 음정나갔다 삑났네 할수있지 근데 칸나는 계속 자기한계를 뚫으려고 선을넘음 근데 여기서 씹고점이터지는거지 실패하면 삑이고 근데 다른버들은 이 선을안넘음 그차이임,2024-12-05 11:59:00,근데,accuracy,
1121,복싱,근데 이거 사실이냐 OPBF < WBC 아시아 챔피언?,가 동양 최고의 타이틀로 아는데 어느순간부터 한국에서 WBC 아시아 챔피언 이 동급 또는 위라는 얘기 가 나오던데 근데 아이러니한게 딱 한국에 OPBF 챔피언이 끊긴 이후로 나오는 말이라 뭔가 이상한데 사실이냐?,2024-12-09 14:23:00,근데,accuracy,
1122,국내게임방송,근데 녹아 풀려도 최소 네별 20개 아님?,"구매할 때 네별 지불하고 계약할 때 네별 지불하고, 근데 또 네별로 살게 60개 짜리 무기 밖에 없어서 애매하네",2024-11-02 14:31:00,근데,accuracy,
1123,치지직,근데 솔직히 치지직엔 여캠 두명이면 충분하긴 함,여캠 = 수련수련 젖캠 = 소람잉 치지직에 젖캠 여캠 필요없다고 하지만 솔직히 난 있는게 더 좋음 근데 애 둘 빼고는 젖캠 여캠 다 필요없는 건 맞음,2024-11-26 22:13:00,근데,accuracy,
1124,중세게임,근데 싱글 씹덱겜은 별로 없는게 마음에 안들더라 ㄹㅇ,ㄹㅇ 퀄리티 좋은 싱글 씹덕겜 하고 싶음 가챠겜 말고 진짜 제대로 된 싱글 씹덕 고퀄겜 ㅇㅇ 진짜 근데 한손에 꼽음 없긴함 ㅇㅇ,2024-12-09 02:35:00,근데,accuracy,
1125,새로운보수당,박근혜와 윤석열은 다르다고!,싫지만 이런걸로 탄핵하자고 했으면 난 중립기어 박았을 거임.. 박근혜 이재명이랑 같은 수준이라.. 근데 이 미친놈은 정치활동 금지를 포고했다고 ㅋㅋㅋㅋ 직업선택 자유와 언론도 박살내는 인식을 대놓고 보여...,2024-12-09 15:40:00,근데,latest,
1126,리스항구(메이플스토리),근데 이제 리부트 의미앖는거 아님?,본섭이랑 차이도없잖아 무자본이여도 리부트나 본섭이나 똑같지않음? 아직도 뭐가 다른점잇음?,2024-12-09 15:40:00,근데,latest,
1127,새로운보수당,근데 윤두창 결국 직무정지되면 한덕수 기록 세우잖슴,"""헌정 사상 최초 본인을 임명한 대통령보다 더 오랫동안 재임한 최초의 국무총리""",2024-12-09 15:40:00,근데,latest,
1128,문과,안녕하세요그분입니다,근데그분이뭐죠,2024-12-09 15:40:00,근데,latest,
1129,아스날,해붕이 더 좆같은건 브라질새끼 아니랄까봐,부상달고 월드컵가다 무릎 장애인된게 좆같음 난 이새끼 골 못넣는거로는 뭐라 안함 원래 못하는거니까 근데 무릎 장애인되고 원래 잘하던 것들도 씹창나서 욕하는거임 특히 이제 역동적인 드리블 이런건 볼수도...,2024-12-09 15:40:00,근데,latest,
1130,현자타임,딸을 치면 안되는걸 알면서 치는이유,아무런 괴로움 없이 산 인간은 이 세상에 존재하지 않음 쾌락을 얻으면 고통도 받아드릴 각오는 해야됨 근데 사람은 이기적이라 한번은 괜찮지 않을까 적딸은 괜찮지 보고 치지만 않으면 괜찮지 온갖 합리화를...,2024-12-09 15:39:00,근데,latest,
1131,해외주식,슈마컴 10월달에 산 사람,물 탔으면 달달했겠네 근데 레버 탄 사람은 아직도 10주석인거임..? 일케보니 개무섭네 - dc official App,2024-12-09 15:39:00,근데,latest,
1132,숲인방,근데시발 갤질도 재미없게 되버림,마크 하나 때문에 그냥 숲 전체가 박살 났노,2024-12-09 15:39:00,근데,latest,
1133,옛날바람(메이플월드),근데 주술사 상향은 좀 에바아님?,애초에 격수도사는 파티강제라 포텐이 좋은거고 주술사는 솔플이 된다는 장점 하나만으로 지금도 인구수 1위인데 이미 첨첨이나 중독 10초로 그래도 꽤많이 편해진건데 여기서 더 상향해주면 누가 격수도사함 다...,2024-12-09 15:39:00,근데,latest,
1134,인터넷방송,씨나인 애들 임쥬아 여왕시절이 좋았던거 인정하는데,근데 1년동안 엑셀하느라 지쳤어 가끔 갠방보면 조오온나 힘들어보여 예전에 노예찍고 여왕갔던 시절에 임쥬아 체력이랑 모습이랑 달라 이제 계급에 연연해하는 거 같지도 않고 그냥 조온나 지쳐보임 임쥬아가...,2024-12-09 15:39:00,근데,latest,
1135,편의점,근데 진짜 여자 삶 힘들긴 하네,60키로대 여자도 저렇게 당하니 이쁜여자들은 어카노 이거 한남들이미안해,2024-12-09 15:39:00,근데,latest,
1136,코스프레 만담,근데 괴도키드 진짜 잘생기긴했다,내가 지금 파는 아이돌보다 더 잘생김,2024-12-09 15:39:00,근데,latest,
1137,낭만강호,창랑 여캐 질문 하나 할게요~ (장문입니다.),"창을 든 여캐가 좋겠다. 싶어서 여캐로 창랑을 갔습니다. (여캐로 창술 배울라면 창랑밖에 없으니까...) 근데... 씨부래 이게 70 렙 넘어가고 슬슬 상승무공 배우고 게임에 감이 좀 잡혀가니까, 나중에 문파 이적...",2024-12-09 15:39:00,근데,latest,
1138,숲인방,스타대학도 해체하고있는데?? 병신들 이상한걸로 싸우노,뭔 관퀴 딸퀴 싸움하고있냐 스타대학 2개터짐 우끼끼즈 소림사 근데 더 터질거같은데? 근데 저긴 엑셀도 못가는 와꾸임,2024-12-09 15:39:00,근데,latest,
1139,우울증,저 유니클로 일본기업이라서 안사입음,근데 이자카야랑 노래방은 좋아함 - dc official App,2024-12-09 15:39:00,근데,latest,
1140,유희왕 마스터듀얼,스프 스트럭쳐행도 가능성 있어보임,파워도 나름 잘 나오고 무엇보다 쉬운게 제일 큰 요인인데 근데 상검은 티어수문장으로 완전히 내려온 상태에서 내준거라면 스프는 아직 그정도 단계는 아니긴 해 ㅋㅋㅋ,2024-12-09 15:39:00,근데,latest,
1141,코스프레 만담,남자일반인인데 나도 남코어랑 사진찍고싶어,근데 남코어는말걸면 대부분 트친들이랑놀러온건지 요청받으면 별루안좋아하더라..사진찍어주시긴 찍어주심..,2024-12-09 15:39:00,근데,latest,
1142,MLB,근데 소토는 ㄹㅇ 하위팬말곤 아오안인가봄,레딧 오늘의 트렌드에도 없는거 보면,2024-12-09 15:39:00,근데,latest,
1143,역학,근데 내가 소이치 사진 올린걸로는 죄가 성립이 안됨,ㅇㅇ,2024-12-09 15:39:00,근데,latest,
1144,우마무스메 프리티 더비,근데 요번 챔미 핵과금도 존나 잘 찔리는거같은데,2회차 릿키게임서 잘깎아서 마배자 도망자 달아온 트럭리키는 죽었다 깨어나도 못막았는데 이번 3회차 리키는 진입장벽 존나 낮아서 소과금도 심심하면 UE2 넘는거도 찌름,2024-12-09 15:39:00,근데,latest,
1145,더불어민주당,근데 개인이든 정치인이든,자칭 보수주의자라는 애들 내란의 힘 력사랑 우리나라 현대사 상식선에서라도 알면 내란당 들어가거나 지지할 수가 있나 보수주의자가 아닌 거 같음,2024-12-09 15:39:00,근데,latest,
1146,버츄얼 스나,근데 왁두 이제 진짜 돌에 돈 어지간히 쓰기싫나보네,뭐 저런거까지 펀딩받고 그러노,2024-12-09 15:39:00,근데,latest,
1147,중세게임,poe견은 지들 게임 싫어하면 무조건 틀딱취급하는게 호러임,근데 poe2도 그 성향은 똑같아서 poe1 유저들이 2 싫어하니까 틀딱 고려장 당한게 존나 블랙코미디임 ㅋㅋㅋㅋ,2024-12-09 15:39:00,근데,latest,
1148,2020 도쿄 올림픽,내가 하나님을 믿을수록 하나님난 내가 할만큼 다했어요 근데왜그러세요,.,2024-12-09 15:39:00,근데,latest,
1149,중도정치,근데 김재원 또 살아남음,원외임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2024-12-09 15:38:00,근데,latest,
1150,중도정치,근데 집회에 이대남들 안왔다고 하는데 그거 구라임,여친이랑 온 새기들 ㅈㄴ많았어 아..,2024-12-09 15:38:00,근데,latest,
1151,버츄얼 스나,근데 세균들이나 다른얘들아 너네 유튭도 봐?,난 세구 생방 거의 착석해서 유튭은 중복이라 잘 손 안가던데 나만 그럼?,2024-12-09 15:38:00,근데,latest,
1152,소녀전선 시리즈,근데 리벨리온 애들 소2서 스펙 1보다 하향당해있지 않나 싶기도,아직 지휘관 상황이 막 그렇게까지 위기상황도 아니고 수상쩍은걸 알아차리고 그걸 알아보는 단계로 들어가는건데 벌써부터 리벨리온 멤버들이 합류 한다는게 뭔가 스펙 하향 당해있는거 같기도,2024-12-09 15:38:00,근데,latest,
1153,버츄얼 스나,아이리제는 플레이브 지향인대 패러블 묻은거 같네,근데 그러면 돈은 안 될거같다 여자팬들이 여자버츄얼아이돌에 돈은 안 써주고 남자팬들은 원래 아이돌판에선 돈되는 고객이 아님 대신 스텔이나 돌 처럼 아예 인방지향 음지지향이면 말이 달라지지 근데 그러면...,2024-12-09 15:38:00,근데,latest,
1154,직캠,릿민주 다시 뺏기 -1-,보기 좋더라. 힉.....힉.....더....더는 무리..... 3. 지지지지 직붕씨 잠시만요!!! 하...할게요!!! 근데 지금은 진짜 무리.. 2. 하...한번만 제에발..... 1. 푸욱- 끼야아아아앗-!!!!! 시간은 흘렀다. (계속...,2024-12-09 15:38:00,근데,latest,
1155,에스더,리사 밴 해제요청 보여준거 또라이색들 많네,팔로우도 안하고 노잼방송이라고 채팅쳐서 밴먹음 해제요청:지가 ㅈ노잼방송 만들어놓고 밴함 <<이렇게써놓음 근데 채팅을 2천개나 침 뭐하는놈이야이건 - dc official App,2024-12-09 15:38:00,근데,latest,
1156,돌,근데 진짜 하스 섭종하냐?,하스 10년 동안 메타가 좆같아서 겜하기 싫었던 적은 많아도 버그 때문에 겜 하기 싫은건 처음인것 같은데 아니 팅기고 아무리 빨리 재접해도 내 턴 지나있는데 씨발아 막말로 고칠 때까지 정규전 투기장 닫아야...,2024-12-09 15:38:00,근데,latest,
1157,남자 연예인,롸노 느악몽사건 나름 유명했자노,근데 띠니는 친구가 느악몽빨아서 알게된거긴하긔 ㅋㅋ 그때 앰들도 챙피하다고 했었긔,2024-12-09 15:38:00,근데,latest,
1158,토토,500만원 초강승부 적중) 12연승 달성 해축 EPL,암튼 자고일어났더니 벌써 3시네요 경기끝나고 글 올릴 기력도없어서 너무 피곤해서 폰 던지고 잤습니다 근데 념글보니까 저를 음해하시던데 그냥 병먹금 하겠습니다 계속 음해하세요 신경안씁니다 가상돈이...,2024-12-09 15:38:00,근데,latest,
1159,원신 project,닭장 러쉬에 이기는 방법,닭장을 좋아하면 됨 난 여캐는 웬만하면 가리지 않고 먹음 근데 아무리 그래도 에밀리는 진짜 못먹겠음,2024-12-09 15:38:00,근데,latest,
1160,국내야구,머스크 또 트윗질 시작ㅋㅋㅋㅋㅋ,윤석열은 애초에 대통령에 안맞는 이유.EU - 국내야구 갤러리 그리고 본인이 그걸 누구보다도 잘 안다 근데 왜 대통령이 됐을까? 검사로 살면서 나쁜놈이나 잡아야지 왜 갑자기 대통령이 됐는지 알아? 알아...,2024-12-09 15:38:00,근데,latest,
1161,안철수의 힘,진짜 계엄을 중대사로 받아들이고 위기의식이 있다면,다음대선은 탄핵에 조금이라도 동의한 전적이 있고 윤이랑 반목할 여지가 있는 사람을 총집합해야 됨 근데 윤석열 부하들은 활개치고 있고 그나마 계엄이슈에서 자유로운 한동훈은 독자적 행보를 하는 중이라...,2024-12-09 15:38:00,근데,latest,
1162,SCHD,직책 제안이 들어왔네여,근데 별로 하고싶지 않은데스.... 머 실소득 차이 좀 나기야 허지만 욕심나거나 드라마틱한 정도의 차이도 아닌데 책임 범위는 늘어나는... 지금은 그냥 제꺼만 집중하고 깔끔하게 끝내면 되는데 말이져...,2024-12-09 15:38:00,근데,latest,
1163,주식,시위 보면서 느낀점(feat. 탈조),"현재 2030남성들 믹타우, 탈조, 국결 기류가 강해졌잖아? 근데 가끔 보몀 그냥 국결해서 조선에서 살려고하는 게이들 있길래 탈조 독려하려고 작성함 결과적으로 보면 이 나라는 이미 인구감소로 자연 소멸 할...",2024-12-09 15:38:00,근데,latest,
1164,버츄얼 스나,아니 근데 축리웹 똥오줌거리는게 재밌나 시발,아리사랑 무용이나 할법한 개지랄을 대기업들이 쳐하고있네 그리고 그걸 축리웹 한페이지 도배를 쳐하네 시발,2024-12-09 15:38:00,근데,latest,
1165,스토커 시리즈,근데 이 겜 왤케 방어구 디자인이 구림,외골격은 멋있는데 나머진 너무 SF 같아서 짜친다 헤일로 같음 - dc official App,2024-12-09 15:38:00,근데,latest,
1166,남자 연예인,근데 느믹스 갠활 너무 빨리 돌렸긔,22년 머뷔인데 적어도 내년 초까지는 그룹으로 뭐해보다가 갠활 돌리지 너무 성급했어 띠니도 미왕자매 빨았는데 탈주함,2024-12-09 15:38:00,근데,latest,
1167,국민의힘 비대위,인간들은 특히 정치인들은 환경에 반응하는 인간들임,수준은 아닐거 같음. 문제는 경제 리스크인데 해외에서 아무래도 심각하게 보는건 어쩔수 없는듯. 근데 올해 8월인가 대폭락한거에 비하면 별거 아닌듯. 상황이 진정된 깜깜이 상태로 들어선다. 좌빨애들도 눈치...,2024-12-09 15:38:00,근데,latest,
1168,한석원,복권당첨됐다 ㅁㅊ ㅋㅋㅋㅋ,근데5등임... 트리남겨주,2024-12-09 15:37:00,근데,latest,
1169,일본 생활,올해 연말연시가 엄청 긴 편이네,잡아볼걸 아쉬움 동남아 비행기표 싸가길래 방콕 검색해보니 기본 10만엔이네 (누가 싸다고 함??) 근데 연말이라 뭐든지 다 비싸서 엄두가 안난 것도 사실이고 그냥 연말에 하쿠바무라 쪽이나 가볼까 생각중 님들...,2024-12-09 15:37:00,근데,latest,
1170,큐플레이 아카이브,‘근육’ 왜 욕쳐먹는지 알려드림 (장문주의),"대해서 얘기해볼게 사실 훼꾸는 종종 지금도 하는 사람있지 유명하게 이재명, 아저씨 등등 알잖아? 근데 이런 사람들은 캐릭터도 우스꽝스럽게 했고 훼꾸한다고 뭐라해도 오히려 반응없음. 그러니까 최소한 자기...",2024-12-09 15:37:00,근데,latest,
1171,라스트 워,님들 다이아는 대체 어디다씀?,이건뭔가쓰면 안될거같아서 냅두다보니 48만개나 쌓여버림 근데 하다보니까 아직까지도 이거 어디다 쓰는질 모르겠음 무과금이라 일단 다 아끼고 보자 하다보니 이렇게됐음 (체력도 10짜리는 1000개 넘어감) 명예...,2024-12-09 15:37:00,근데,latest,
1172,판타지,근데 하나회 숙청 WWE아님?,최근 하나회 퇴역 장성이 헛소리 한거보면,2024-12-09 15:37:00,근데,latest,
1173,재테크,내가 진짜 엄청난 초천재인 이유...,밀가루 폭등 일시적인거 알고 삼양식품 ㅊㅊ ㅋㅋ 근데 농심 대한제분 이런건 한번도 ㅊㅊ안함 ㅋㅋㅋ 딱 삼양식품 하나 ㅋㅋ - dc official App,2024-12-09 15:37:00,근데,latest,
1174,패스 오브 엑자일,나 뭔가 버그 걸린거같은데 아는사람 있음?,그래서 혼도의사원 또 깨야하나보다 하고 새겨진 결전(혼돈의사원 입장템) 쓰려고 노말난이도 3막 감 근데 포탈때문에 혼돈의사원을 들어갈수가 없음 ㅋㅋㅋㅋ 관문 한번 더 타도 잔혹 강둑으로만 넘어가짐...,2024-12-09 15:37:00,근데,latest,
1175,제5인격,내가 주로 쓰는 박사 스타트 젠,다리 위에 있는 용병이나 구출캐 대가리 바로 깨는 젠임 근데 너무 빨리 돌진 박으면 용병이 아대치고 창틀 존으로 들어갈 수도 있어서 나무 뒤에서 숨어서 해독기 잡는거 확인하고 기습 박는게 좋음 에슬타면...,2024-12-09 15:37:00,근데,latest,
1176,퓨처스리그,제가 유일하게 아는 씹덕물 유명한 걸레,대걸레라는데 근데 중요한건 이유를 모름,2024-12-09 15:37:00,근데,latest,
1177,S&P 500,마통금리 개떨어지네 4.23%,처음만들때는 5퍼대였는데 근데 금리 안 올리노 환율을 잡을 생각이 없구나?,2024-12-09 15:37:00,근데,latest,
